chunk_id,text,token_count,start_token_index,end_token_index
160," Merkezi'nde yaptığı konuşmada yönetimin NASA planlarını açıkladı ve programın uygulanamaz hale geldiği gerekçesiyle Takımyıldız Programı'nın Orion'un dahil olmadığı unsurlarını iptal etti. Bunun yerine 6 milyar dolarlık ek fon teklif etti ve 2015 yılına kadar, 2030 yılının ortalarında Mars yörüngesinde mürettebatlı görevler için hazır olacak yeni bir ağır yük roket programının geliştirilmesi çağrısında bulundu.  11 Ekim 2010'da başkan Obama; uzay mekiği, Takımyıldız Programı ve diğer NASA programlarının işgücü, varlık ve yeteneklerinin kullanımını en üst düzeye çıkarırken aynı zamanda 2016'dan itibaren başlayacak olan Alçak Dünya yörüngesinin ötesinde görevler ve Mürettebat Keşif Aracı için geliştirilecek olan Uzay Fırlatma Sistemi'nin derhal geliştirilmeye başlanması için gereklilikleri içeren 2010 NASA Yetkil",300,38400,38700
161,"inin ötesinde görevler ve Mürettebat Keşif Aracı için geliştirilecek olan Uzay Fırlatma Sistemi'nin derhal geliştirilmeye başlanması için gereklilikleri içeren 2010 NASA Yetkilendirme Yasasını imzaladı. Kanun ayrıca uzay araştırma çerçevesine bağlı uzay teknolojileri ve robotik yeteneklere yatırım yaptı; ticari yörünge taşımacılığı, ticari tedarik hizmetleri desteklemeye devam etti ve ticari mürettebat geliştirme programlarını genişletti.  30 Haziran 2017'de başkan Donald Trump, başkan yardımcısı Mike Pence başkanlığında ABD Ulusal Uzay Konseyi'nin yeniden kurulması için bir başkanlık emri imzaladı. Trump yönetiminin ilk bütçe teklifi Dünya bilimsel araştırmalarının azaltılması ve NASA'nın eğitim bürosunun kaldırılmasını isterken Obama dönemi insanlı uçuş programlarını yerinde tuttu: ticari ikmal hizmetleri, ticari",300,38640,38940
162," araştırmalarının azaltılması ve NASA'nın eğitim bürosunun kaldırılmasını isterken Obama dönemi insanlı uçuş programlarını yerinde tuttu: ticari ikmal hizmetleri, ticari mürettebat geliştirme, Uzay Fırlatma Sistemi ve derin uzay görevleri için Orion uzay aracı gibi.  11 Aralık 2017'de başkan Trump, insanlığın Ay'a dönüşü için ABD tarafından yönetilen, özel sektör ortaklarıyla entegre bir program ve ardından Mars ve ötesine misyonlar sağlayan ulusal alan politikasında bir değişiklik olan Uzay Politikası Direktifi 1'i imzaladı. Bu yeni politika, NASA yöneticisinden ""Güneş Sistemi boyunca insanlığın genişlemesini sağlamak ve Dünya'ya yeni bilgi ve fırsatları geri getirmek için ticari ve uluslararası ortaklarla yenilikçi ve sürdürülebilir bir keşif programına öncülük etmesini"" istiyor. Amaç; hükûmeti, özel",300,38880,39180
163," geri getirmek için ticari ve uluslararası ortaklarla yenilikçi ve sürdürülebilir bir keşif programına öncülük etmesini"" istiyor. Amaç; hükûmeti, özel sektörü ve insanları Ay'a geri döndürme ve Mars'ta nihai olarak insan keşfinin temellerini atma yolundaki uluslararası çabaları daha etkin bir şekilde organize etmek.  26 Mart 2019'da başkan yardımcısı Mike Pence, NASA'nın Ay'a iniş hedefinin 2024 yılında planlanan bir inişle 4 yıl hızlandırılacağını duyurdu. 14 Mayıs 2019'da NASA yöneticisi Jim Bridenstine, yeni programın Yunan mitolojisinde tanrı Apollon'un ikiz kız kardeşi ve Ay tanrıçası olan ""Artemis""in ismini alacağını duyurdu.  Şubat 2020'de Beyaz Saray, 2021 mali yıl bütçesinin bir parçası olarak Artemis Programı'nı karşılamak için %12'lik bir fon artışı talep etti. Toplam b",300,39120,39420
164,".  Şubat 2020'de Beyaz Saray, 2021 mali yıl bütçesinin bir parçası olarak Artemis Programı'nı karşılamak için %12'lik bir fon artışı talep etti. Toplam bütçe yılda 25,2 milyar dolar olacak ve 3,7 milyar dolar bir insanlı iniş sistemine ayrılacak. NASA mali işler genel müdürü Jeff DeWit, projeyle ilgili demokratik endişelere rağmen ajansın kongre aracılığıyla bu bütçeyi elde etmesinin ""harika bir vuruş"" olduğunu düşündüğünü söyledi. Uzay Fırlatma Sistemi (ing. Space Launch System - SLS), insanları Ay'a göndermek için uzay boşluğuna fırlatacak roketin adıdır. Araç NASA'nın Saturn V'den bu yana inşa edeceği ilk derin uzay roketi olma özelliği taşıyor. Aynı zamanda tamamlandığında şu ana kadar yapılmış en güçlü roket olma unvanını da ele geçirecek.  Tamamland",300,39360,39660
165," edeceği ilk derin uzay roketi olma özelliği taşıyor. Aynı zamanda tamamlandığında şu ana kadar yapılmış en güçlü roket olma unvanını da ele geçirecek.  Tamamlandığında 98 metre uzunluğa ve 2600 ton ağırlığa sahip olması beklenen SLS Blok-1, 26 ton yükü uzaya fırlatabilecek. Bu ve bundan sonraki her SLS konfigürasyonu, RS-25 motorlu bir çekirdek kademe kullanacak. Uzaya fılatıldıktan sonra alt kademeler ayrılacak ve ICPS (ing. Interim Cryogenic Propulsion Stage), Orion'ı Ay'a götürecek. SLS'in planlanmış bir sonraki geliştirilmesi olan SLS Blok-1B mürettebat aracı yeni ve daha güçlü bir EUS (ing. Exploratiom Upper Stage) kullanarak daha zorlu görevlere olanak sağlayacak. Blok-1B mürettebat aracı derin uzaya; Orion ve mürettebatı dahil olmak üzere yaklaşık 37 ton yük gönderebilecek.  Bir",300,39600,39900
166," zorlu görevlere olanak sağlayacak. Blok-1B mürettebat aracı derin uzaya; Orion ve mürettebatı dahil olmak üzere yaklaşık 37 ton yük gönderebilecek.  Bir sonraki SLS konfigürasyonu olan SLS Blok-2 ise 45 tondan fazla yük taşıyabilecek. Ay'a, Mars'a ve diğer derin uzay varış noktalarına kargo görevleri için kullanılacak. Ticari Şirket Roketleri Orion'un, Delta IV Heavy ve Falcon Heavy gibi roketlerle fırlatılabileceği düşünülse de NASA, yeterli güce sahip tek roket olduğu nedeniyle Orion için sadece SLS roketlerini kullanmaya karar verdi.  SpaceX gibi ticari uzay şirketlerinin roketleri, Gateway uzay istasyonunun bazı bölümleri ve diğer kargo görevleri için kullanılacak.  Gateway, henüz belirlenmemiş ticari şirket roketleri tarafından gerçekleştirilecek 28 kargo misyonu ile desteklenecek. Ay'ın kolonileştirilmesi, Ay'da robotik veya insan taraf",300,39840,40140
167,".  Gateway, henüz belirlenmemiş ticari şirket roketleri tarafından gerçekleştirilecek 28 kargo misyonu ile desteklenecek. Ay'ın kolonileştirilmesi, Ay'da robotik veya insan tarafından kolonileştirilmesi ve yerleşim çabalarına yönelik bazı önerilerin kullandığı bir süreç veya kavramdır.  Ay'da hak iddia etmek uluslararası uzay hukuku tarafından yasadışı ilan edildi ve Ay'da çeşitli sondalar ve yapay kalıntılara sahip olmasına rağmen hiçbir devlet bu tür iddialarda bulunmadı. Ay'da kolonizasyon, kullanım veya kalıcı keşif misyonları için bir dizi öneri gündeme getirilmiş olsa da, Ay'da kalıcı mürettebat varlığı oluşturmaya yönelik mevcut projeler, Ay'ı kolonileştirmek için değil, daha ziyade keşif için ay üsleri inşa etmeye ve daha az ölçüde ay kaynaklarının kullanılmasına odaklanmanmaktadır.  Ay'ın",300,40080,40380
168,"'ı kolonileştirmek için değil, daha ziyade keşif için ay üsleri inşa etmeye ve daha az ölçüde ay kaynaklarının kullanılmasına odaklanmanmaktadır.  Ay'ın ticarileştirilmesi, ulusal ve uluslararası ay düzenlemeleri ve yasaları (Ay Anlaşması gibi) açısından tartışmalı bir konudur. Devletlerin Ay'da ve Diğer Gök Cisimlerindeki Faaliyetlerini Düzenleyen Anlaşma, bilinen adıyla Ay Sözleşmesi ya da Ay Anlaşması, tüm gök cisimlerinde (gök cisimlerinin yörüngesinde bulunanlar dahil) yargı yetkisini uluslararası topluluğa bırakan uluslararası anlaşmadır. Söz konusu cisimlerdeki tüm faaliyetler Birleşmiş Milletler Antlaşması da dahil olmak üzere uluslararası hukuka uygun olmalıdır.  Uygulamada insanlı uzay uçuş programına sahip olan veya bu konuda planları bulunan ülkeler",300,40320,40620
169," Milletler Antlaşması da dahil olmak üzere uluslararası hukuka uygun olmalıdır.  Uygulamada insanlı uzay uçuş programına sahip olan veya bu konuda planları bulunan ülkeler tarafından onaylanmadığından başarısız olmuş bir anlaşmadır. Ay taşı, Ay'da oluşmuş olan taşları tanımlamak için kullanılır. Terim ayrıca Ay'a yapılan keşiflerde toplanan diğer ay ile ilgili maddeler için de kullanılmaktadır.  Ay'dan üç mineral keşfedildi: armalkolit, tranquillityite ve pyroxferroite. Armalkolit (armalcolite), Apollo 11 görevindeki üç astronotun adından türetilmiştir: Armstrong, Aldrin ve Collins.  Apollo Ay taşlarının ana depolama yeri Houston, Teksas'taki Lyndon B. Johnson Uzay Merkezi'ndeki Ay Örnek Binası'dır. Güvenli koruma için, San Antonio, Teksas'ta Brooks Hava Kuvvetleri Üssü'nde küçük örnekler bulunmaktadır. Taş",300,40560,40860
170,"ay Merkezi'ndeki Ay Örnek Binası'dır. Güvenli koruma için, San Antonio, Teksas'ta Brooks Hava Kuvvetleri Üssü'nde küçük örnekler bulunmaktadır. Taşların çoğu nemden korunması için nitrojen içinde saklanmaktadır. Taşların üzerindeki ölçümler, özel aletler kullanılarak el sürülmeden yürütülmektedir. Ay seferleri boyunca toplanan ay taşları paha biçilmez olarak kabul edilmektedirler. 1993'te, Luna 16 seferinden 0.2 g ağırlığında üç küçük parça 442.500 Amerikan dolarına satılmıştır. 2002'de Ay Örnek Binası'ndan çok ufak Ay'a ve Mars'a ait parçalar çalınmıştır. Parçalar 2003'te geri alınmıştır, NASA, mahkemede çalınan ağırlığı 285 g (10 oz.) olan parçaların değerini $1 milyon dolar olarak tahmin etmiştir. Ay meteorlarından elde edilen",300,40800,41100
171,"i alınmıştır, NASA, mahkemede çalınan ağırlığı 285 g (10 oz.) olan parçaların değerini $1 milyon dolar olarak tahmin etmiştir. Ay meteorlarından elde edilen ay taşlarının da değerleri çok yüksektir, genellikle özel koleksiyoncular tarafından satılmakta ve ticareti yapılmaktadır. Birkaç yüz küçük örnek hazırlanmış ve ulusak hükûmetlere ve ABD valiliklerine sunulmuştur. Bunlardan en azından bir tanesi daha sonra çalınmış, satılmış ve geri alınmıştır. Diğer örnekler müzelere gitmiştir, bu müzelerin içinde Amerikan Ulusal Hava ve Uzey Müzesi, Kansas Kozmosfer ve Uzay Merkezi ve Kennedy Uzay Merkezi bulunmaktadır. Kennedy Uzay Merkezin'de ufak bir ay taşı parçasına dokunulmasına izin verilmektedir. NASA 382 kg (842 lb) ağırlığındaki örneğin 295 kg (650 lb) kadarının bozulmam",300,41040,41340
172,"ay Merkezin'de ufak bir ay taşı parçasına dokunulmasına izin verilmektedir. NASA 382 kg (842 lb) ağırlığındaki örneğin 295 kg (650 lb) kadarının bozulmamış olarak Johnson Uzay Merkezi'nde olduğu söylemektedir. Hasselblad çalışanları tarafından, görev sonrası bir kamera temizlenirken biraz ay tozu toplanmıştır. Başkent Pekin'de bulunan Çin Bilim Akademisi'nde bilim insanları, Ay'dan toplanan örnekleri inceledi.  Bilim insanları, daha öncesinde yaklaşık bir milyar yıldır volkanik olarak aktif olmadığı düşünülen Ay'ın, dinozorlar Dünya'da yaşarken volkanik aktiviteye sahip olduğunu saptadı.  ""Chang'e 5 Uzay Aracı""nın yaklaşık 4 yıl önce Ay'dan topladığı örnekleri inceleyen araştırmacılar, örneklerde yaklaşık 120 milyon yıl önce oluşmuş cam parçaları buldu.",300,41280,41580
173," 4 yıl önce Ay'dan topladığı örnekleri inceleyen araştırmacılar, örneklerde yaklaşık 120 milyon yıl önce oluşmuş cam parçaları buldu.  Dünya'ya gelen örneklerden 4'ünde bulunan yaklaşık 3 bin cam örneği inceleyen araştırmacılar, örneklerde yüksek derecede toryum da gözlemledi.  Araştırmacılar, örneklerin sülfür izotopları ve kimyasal yapıları yüzünden volkanik cam olduklarını belirterek, bu örneklerin element yapısı olarak daha önce Apollo görevinde getirilen örneklerdeki volkanik camlara benzer yapıda olduklarını ekledi.  Bu örneklerin 4,6 milyar yaşında olan Ayda 120 milyon yıl önce volkanik aktivite olduğunu gösterdiğini aktaran araştırmacılar, bu bulgunun Ayın varoluş sürecinin çoğunda volkanik olarak aktif olduğunu gösterdiğini kaydetti.  Araştırma",300,41520,41820
174,"kanik aktivite olduğunu gösterdiğini aktaran araştırmacılar, bu bulgunun Ayın varoluş sürecinin çoğunda volkanik olarak aktif olduğunu gösterdiğini kaydetti.  Araştırma, ""Science"" dergisinde yayınlandı. Mitolojide, bir ay tanrısı, bazen bir kişileştirme olarak, Ay tanrısı veya tanrıçasıdır. Bu tanrılar kültüre bağlı olarak çeşitli işlevlere ve geleneklere sahip olabilirler, ancak bunlar genellikle birbirleriyle ilişkilidir. Çoğu eski dinlerde bir tür Ay ibadeti bulunabilir. ",180,41760,41940
